Time,Enqueue Duration (s)
1875,0.0000372
1880,0.0000367
1885,0.0000359
1890,0.0000357
1895,0.0000353
1900,0.0000349
1905,0.0000344
1910,0.0000337
1915,0.0000335
1920,0.0000338
1925,NaN
1930,NaN
1935,NaN
1940,NaN
1945,NaN
1950,0.0000282
1955,0.0000280
1960,0.0000290
1965,0.0000292
1970,0.0000298
1975,0.0000298
1980,0.0000294
1985,0.0000290
1990,0.0000286
1995,0.0000297
2000,0.0000313
2005,NaN
2010,NaN
2015,NaN
2020,NaN
2025,NaN
2030,0.0000303
2035,0.0000292
2040,0.0000311
2045,0.0000353
2050,0.0000385
2055,0.0000405
2060,0.0000400
2065,0.0000376
2070,0.0000347
2075,0.0000295
2080,0.0000262
2085,0.0000252
2090,NaN
2095,NaN
2100,NaN
2105,NaN
2110,0.0000296
2115,0.0000282
2120,0.0000283
2125,0.0000296
2130,0.0000334
2135,0.0000369
2140,0.0000391
2145,0.0000396
2150,0.0000389
2155,0.0000383
2160,0.0000375
2165,0.0000377
2170,0.0000384
2175,0.0000399
2180,0.0000407
2185,0.0000414
2190,0.0000407
2195,0.0000403
2200,0.0000404
2205,0.0000422
2210,0.0000435
2215,0.0000453
2220,0.0000450
2225,0.0000449
2230,0.0000433
2235,0.0000464
2240,0.0000506
2245,0.0000582
2250,0.0000652
2255,0.000133
2260,0.000294
2265,0.000356
2270,0.000424
2275,0.000293
2280,0.000377
2285,0.000283
2290,0.000328
2295,0.000211
2300,0.000248
2305,0.000262
2310,0.000394
2315,0.000446
2320,0.000387
2325,0.000358
2330,0.000277
2335,0.000436
2340,0.000324
2345,0.000426
2350,0.000261
2355,0.000360
2360,0.000310
2365,0.000394
2370,0.000302
2375,0.000374
2380,0.000304
2385,0.000342
2390,0.000209
2395,0.000406
2400,0.000418
2405,0.000524
2410,0.000492
2415,0.000409
2420,0.000297
2425,0.0000767
2430,0.0000776
2435,0.0000508
2440,0.0000474
2445,NaN
2450,NaN
2455,NaN
2460,NaN
2465,0.0000334
2470,0.0000856
2475,0.000100
2480,0.0000918
2485,0.0000893
2490,0.0000497
2495,0.0000303
2500,NaN
2505,NaN
2510,NaN
2515,NaN
2520,NaN
2525,NaN
2530,NaN
2535,NaN
2540,NaN
2545,NaN
2550,NaN
2555,NaN
2560,NaN
2565,NaN
2570,NaN
2575,NaN
2580,NaN
2585,NaN
2590,NaN
2595,NaN
2600,NaN
2605,NaN
2610,NaN
2615,NaN
2620,NaN
2625,NaN
2630,NaN
2635,NaN
2640,NaN
2645,NaN
2650,NaN
2655,NaN
2660,NaN
2665,NaN
2670,NaN
2675,NaN
2680,NaN
2685,NaN
2690,NaN
2695,NaN
2700,NaN
2705,NaN
2710,NaN
2715,NaN
2720,NaN
2725,NaN
2730,NaN
2735,NaN
2740,NaN
2745,NaN
2750,NaN
2755,NaN
2760,NaN
2765,NaN
2770,NaN
2775,NaN
2780,NaN
2785,NaN
2790,NaN
2795,NaN
2800,NaN
2805,NaN
2810,NaN
2815,NaN
2820,NaN
2825,NaN
2830,NaN
2835,NaN
2840,NaN
2845,NaN
2850,NaN
2855,NaN
2860,NaN
2865,NaN
2870,NaN
2875,NaN
2900,NaN
2905,NaN
2910,NaN
2915,NaN
2920,NaN
2925,NaN
2930,NaN
2935,NaN
2940,0.0000379
2945,0.0000362
2950,0.0000365
2955,0.0000360
2960,0.0000354
2965,0.0000354
2970,0.0000357
2975,0.0000361
2980,0.0000355
2985,0.0000363
2990,0.0000365
2995,0.0000371
3000,0.0000352
3005,0.0000353
3010,0.0000347
3015,0.0000357
3020,0.0000260
3025,NaN
3030,NaN
3035,NaN
3040,NaN
3045,NaN
3050,0.0000298
3055,0.0000289
3060,0.0000289
3065,0.0000284
3070,0.0000286
3075,0.0000284
3080,0.0000291
3085,0.0000299
3090,0.0000301
3095,0.0000295
3100,0.0000287
3105,0.0000286
3110,0.0000290
3115,0.0000300
3120,0.0000317
3125,0.0000327
3130,NaN
3135,NaN
3140,NaN
3145,NaN
3150,NaN
3155,NaN
3160,NaN
3165,NaN
3170,NaN
3175,NaN
3180,0.0000304
3185,0.0000306
3190,0.0000331
3195,0.0000340
3200,0.0000417
3205,0.0000467
3210,0.0000478
3215,0.0000462
3220,0.0000407
3225,0.0000386
3230,0.0000321
3235,0.0000297
3240,0.0000291
3245,0.0000292
3250,0.0000294
3255,0.0000298
3260,NaN
3265,NaN
3270,NaN
3275,NaN
3280,NaN
3285,0.0000302
3290,0.0000336
3295,0.0000322
3300,0.0000325
3305,0.0000309
3310,0.0000312
3315,0.0000308
3320,0.0000339
3325,0.0000376
3330,0.0000479
3335,0.0000986
3340,0.000104
3345,0.000105
3350,0.0000656
3355,0.0000713
3360,0.0000710
3365,0.0000769
3370,0.000109
3375,0.000140
3380,0.000144
3385,0.000140
3390,0.000141
3395,0.000137
3400,0.000126
3405,0.000233
3410,0.000376
3415,0.00134
3420,0.00186
3425,0.00333
3430,0.00289
3435,0.00240
3440,0.00122
3445,0.00300
3450,0.00397
3455,0.0108
3460,0.0310
3465,0.0347
3470,0.0364
3475,0.0129
3480,0.156
3485,0.188
3490,0.135
3495,0.0645
3500,0.0210
3505,0.0173
3510,0.00863
3515,0.0366
3520,0.0506
3525,0.0446
3530,0.0324
3535,0.0178
3540,0.0145
3545,0.0128
3550,0.0127
3555,0.0338
3560,0.0373
3565,0.0363
3570,0.0277
3575,0.0192
3580,0.0108
3585,0.00811
3590,0.00393
3595,0.00148
3600,0.000265
3605,0.000220
3610,0.000122
3615,0.000186
3620,0.000182
3625,0.000157
3630,0.0000565
3635,0.0000537
3640,NaN
3645,NaN
3650,NaN
3655,NaN
3660,NaN
3665,NaN
3670,NaN
3675,0.0000303
3680,0.0000846
3685,0.000283
3690,0.000217
3695,0.000200
3700,0.0000753
3705,0.0000495
3710,0.0000435
3715,0.0000462
3720,0.0000477
3725,0.0000477
3730,0.0000493
3735,NaN
3740,NaN
3745,NaN
3750,NaN
3755,NaN
3760,NaN
3765,NaN
3770,NaN
3775,NaN
3780,NaN
3785,NaN
3790,NaN
3795,NaN
3800,NaN
3805,NaN
3810,NaN
3815,NaN
3820,NaN
3825,NaN
3830,NaN
3835,NaN
3840,NaN
3845,NaN
3850,NaN
3855,NaN
3860,NaN
3865,NaN
3870,NaN
3875,NaN
3880,NaN
3885,NaN
3890,NaN
3895,NaN
3900,NaN
3905,NaN
3910,NaN
3915,NaN
3920,NaN
3925,NaN
3930,NaN
3935,NaN
3940,NaN
3945,NaN
3950,NaN
3955,NaN
3960,NaN
3965,NaN
3970,NaN
3975,NaN
3980,NaN
3985,NaN
3990,NaN
3995,NaN
4000,NaN
4005,NaN
4010,NaN
4015,NaN
4020,NaN
4025,NaN
4030,NaN
4035,NaN
4040,NaN
4045,NaN
4050,NaN
4055,NaN
4060,NaN
4065,NaN
4070,NaN
4075,NaN
4080,NaN
4085,NaN
4090,NaN
4095,NaN
4100,NaN
4105,NaN
4110,NaN
4115,NaN
4120,NaN
4125,NaN
4130,NaN
4135,NaN
