Time,Enqueue Duration (s)
4561,0.0000330
4566,0.0000336
4571,0.0000327
4576,0.0000335
4581,0.0000341
4586,0.0000344
4591,0.0000353
4596,0.0000346
4601,0.0000360
4606,0.0000361
4611,0.0000370
4616,0.0000372
4621,0.0000373
4626,0.0000378
4631,0.0000372
4636,0.0000372
4641,0.0000393
4646,0.0000453
4651,0.0000497
4656,0.0000532
4661,0.0000539
4666,0.0000541
4671,0.0000549
4676,0.0000539
4681,0.0000537
4686,0.0000538
4691,0.0000548
4696,0.0000577
4701,0.0000568
4706,0.0000561
4711,0.0000539
4716,0.0000535
4721,0.0000545
4726,0.0000541
4731,0.0000541
4736,0.0000553
4741,0.0000574
4746,0.0000582
4751,0.0000575
4756,0.0000578
4761,0.0000583
4766,0.0000568
4771,0.0000550
4776,0.0000548
4781,0.0000563
4786,0.0000563
4791,0.0000553
4796,0.0000549
4801,0.0000543
4806,0.0000559
4811,0.0000569
4816,0.0000540
4821,0.0000487
4826,0.0000370
4831,0.0000284
4836,NaN
4841,0.0000330
4846,0.0000404
4851,0.0000470
4856,0.0000451
4861,0.0000477
4866,0.0000362
4871,NaN
4876,NaN
4881,NaN
4886,NaN
4891,NaN
4896,NaN
4901,NaN
4906,NaN
4911,NaN
4916,NaN
4921,NaN
4926,NaN
4931,NaN
4936,NaN
4941,NaN
4946,NaN
4951,NaN
4956,NaN
4961,NaN
4966,NaN
4971,NaN
4976,NaN
4981,NaN
4986,NaN
4991,NaN
4996,NaN
5001,NaN
5006,NaN
5011,NaN
5016,NaN
5021,NaN
5026,NaN
5031,NaN
5036,NaN
5041,NaN
5046,NaN
5051,NaN
5056,NaN
5061,NaN
5066,NaN
5071,NaN
5076,NaN
5081,NaN
5086,NaN
5091,NaN
5096,NaN
5101,NaN
5106,NaN
5111,NaN
5116,NaN
5121,NaN
5126,NaN
5131,NaN
5136,NaN
5141,NaN
5146,NaN
5151,NaN
5156,NaN
5161,NaN
5166,NaN
5171,NaN
5176,NaN
5181,NaN
5186,NaN
5191,NaN
5196,NaN
5201,NaN
5206,NaN
5211,NaN
5216,NaN
5221,NaN
5226,NaN
5231,NaN
5236,NaN
5241,NaN
5266,NaN
5271,NaN
5276,NaN
5281,NaN
5286,NaN
5291,NaN
5296,0.0000281
5301,0.0000358
5306,0.0000372
5311,0.0000375
5316,0.0000373
5321,0.0000364
5326,0.0000356
5331,0.0000354
5336,0.0000355
5341,0.0000363
5346,0.0000361
5351,0.0000364
5356,0.0000350
5361,0.0000351
5366,NaN
5371,NaN
5376,0.0000328
5381,0.0000297
5386,0.0000299
5391,0.0000298
5396,0.0000300
5401,0.0000299
5406,0.0000304
5411,0.0000310
5416,0.0000320
5421,0.0000324
5426,0.0000324
5431,NaN
5436,NaN
5441,NaN
5446,NaN
5451,NaN
5456,0.0000292
5461,0.0000301
5466,0.0000366
5471,0.0000391
5476,0.0000412
5481,0.0000404
5486,0.0000379
5491,0.0000345
5496,0.0000298
5501,0.0000281
5506,NaN
5511,NaN
5516,NaN
5521,NaN
5526,NaN
5531,0.0000324
5536,0.0000309
5541,0.0000347
5546,0.0000368
5551,0.0000383
5556,0.0000387
5561,0.0000381
5566,0.0000381
5571,0.0000379
5576,0.0000383
5581,0.0000389
5586,0.0000395
5591,0.0000403
5596,0.0000400
5601,0.0000411
5606,0.0000410
5611,0.0000413
5616,0.0000405
5621,0.0000410
5626,0.0000435
5631,0.0000444
5636,0.0000445
5641,0.0000431
5646,0.0000432
5651,0.0000443
5656,0.0000448
5661,0.0000532
5666,0.000122
5671,0.000168
5676,0.000236
5681,0.000246
5686,0.000343
5691,0.000303
5696,0.000290
5701,0.000200
5706,0.000328
5711,0.000309
5716,0.000318
5721,0.000180
5726,0.000615
5731,0.000587
5736,0.000741
5741,0.000327
5746,0.000402
5751,0.000256
5756,0.000420
5761,0.000349
5766,0.000457
5771,0.000269
5776,0.000304
5781,0.000268
5786,0.000269
5791,0.000476
5796,0.000399
5801,0.000473
5806,0.000248
5811,0.000326
5816,0.000313
5821,0.000344
5826,0.000354
5831,0.000342
5836,0.000275
5841,0.000193
5846,0.0000516
5851,0.0000298
5856,NaN
5861,NaN
5866,NaN
5871,0.0000302
5876,0.0000332
5881,0.0000332
5886,0.0000332
5891,0.0000456
5896,0.0000592
5901,0.0000563
5906,0.0000605
5911,0.0000435
5916,NaN
5921,NaN
5926,NaN
5931,NaN
5936,NaN
5941,NaN
5946,NaN
5951,NaN
5956,NaN
5961,NaN
5966,NaN
5971,NaN
5976,NaN
5981,NaN
5986,NaN
5991,NaN
5996,NaN
6001,NaN
6006,NaN
6011,NaN
6016,NaN
6021,NaN
6026,NaN
6031,NaN
6036,NaN
6041,NaN
6046,NaN
6051,NaN
6056,NaN
6061,NaN
6066,NaN
6071,NaN
6076,NaN
6081,NaN
6086,NaN
6091,NaN
6096,NaN
6101,NaN
6106,NaN
6111,NaN
6116,NaN
6121,NaN
6126,NaN
6131,NaN
6136,NaN
6141,NaN
6146,NaN
6151,NaN
6156,NaN
6161,NaN
6166,NaN
6171,NaN
6176,NaN
6181,NaN
6186,NaN
6191,NaN
6196,NaN
6201,NaN
6206,NaN
6211,NaN
6216,NaN
6221,NaN
6226,NaN
6231,NaN
6236,NaN
6241,NaN
6246,NaN
6251,NaN
6256,NaN
6261,NaN
6266,NaN
6271,NaN
6276,NaN
6281,NaN
6306,NaN
6311,NaN
6316,NaN
6321,NaN
6326,NaN
6331,NaN
6336,NaN
6341,NaN
6346,NaN
6351,NaN
6356,NaN
6361,NaN
6366,NaN
6371,0.0000380
6376,0.0000379
6381,0.0000371
6386,0.0000372
6391,0.0000362
6396,0.0000366
6401,0.0000360
6406,0.0000356
6411,0.0000351
6416,0.0000353
6421,0.0000372
6426,0.0000381
6431,0.0000401
6436,0.0000361
6441,0.0000349
6446,NaN
6451,NaN
6456,NaN
6461,NaN
6466,NaN
6471,NaN
6476,NaN
6481,NaN
6486,0.0000341
6491,0.0000339
6496,0.0000341
6501,0.0000336
6506,0.0000322
6511,0.0000309
6516,0.0000304
6521,0.0000311
6526,0.0000317
6531,0.0000319
6536,0.0000317
6541,0.0000316
6546,0.0000316
6551,0.0000316
6556,0.0000324
6561,0.0000329
6566,0.0000338
6571,NaN
6576,NaN
6581,NaN
6586,NaN
6591,NaN
6596,NaN
6601,NaN
6606,NaN
6611,NaN
6616,NaN
6621,NaN
6626,NaN
6631,NaN
6636,NaN
6641,0.0000295
6646,0.0000321
6651,0.0000325
6656,0.000342
6661,0.000986
6666,0.00163
6671,0.00220
6676,0.00216
6681,0.00117
6686,0.0000579
6691,0.0000328
6696,0.0000310
6701,NaN
6706,NaN
6711,NaN
6716,NaN
6721,NaN
6726,NaN
6731,NaN
6736,NaN
6741,0.0000321
6746,0.0000320
6751,0.0000322
6756,0.0000316
6761,0.0000311
6766,0.0000349
6771,0.0000380
6776,0.0000420
6781,0.0000502
6786,0.0000630
6791,0.0000814
6796,0.0000797
6801,0.0000740
6806,0.0000665
6811,0.0000656
6816,0.0000682
6821,0.0000762
6826,0.000111
6831,0.000139
6836,0.000142
6841,0.000146
6846,0.000146
6851,0.000156
6856,0.000286
6861,0.000303
6866,0.00147
6871,0.00371
6876,0.00511
6881,0.00525
6886,0.00338
6891,0.00683
6896,0.00955
6901,0.00976
6906,0.00892
6911,0.0775
6916,0.0876
6921,0.0852
6926,0.0360
6931,0.0134
6936,0.0247
6941,0.0236
6946,0.0266
6951,0.0479
6956,0.0594
6961,0.0619
6966,0.0439
6971,0.0193
6976,0.0176
6981,0.0141
6986,0.0122
6991,0.0571
6996,0.0481
7001,0.0425
7006,0.0695
7011,0.0744
7016,0.0723
7021,0.00695
7026,0.00832
7031,0.0187
7036,0.0369
7041,0.0325
7046,0.0293
7051,0.00712
7056,0.000227
7061,0.000167
7066,0.000164
7071,0.000138
7076,0.0000730
7081,0.0000558
7086,0.0000546
7091,NaN
7096,NaN
7101,NaN
7106,NaN
7111,NaN
7116,NaN
7121,NaN
7126,NaN
7131,0.0000493
7136,0.0000456
7141,0.0000479
7146,0.0000478
7151,0.0000536
7156,0.0000428
7161,0.0000519
7166,0.0000528
7171,0.0000536
7176,0.0000754
7181,0.0000860
7186,0.0000941
7191,0.0000890
7196,0.0000930
7201,NaN
7206,NaN
7211,NaN
7216,NaN
7221,NaN
7226,NaN
7231,NaN
7236,NaN
7241,NaN
7246,NaN
7251,NaN
7256,NaN
7261,NaN
7266,NaN
7271,NaN
7276,NaN
7281,NaN
7286,NaN
7291,NaN
7296,NaN
7301,NaN
7306,NaN
7311,NaN
7316,NaN
7321,NaN
7326,NaN
7331,NaN
7336,NaN
7341,NaN
7346,NaN
7351,NaN
7356,NaN
7361,NaN
7366,NaN
7371,NaN
7376,NaN
7381,NaN
7386,NaN
7391,NaN
7396,NaN
7401,NaN
7406,NaN
7411,NaN
7416,NaN
7421,NaN
7426,NaN
7431,NaN
7436,NaN
7441,NaN
7446,NaN
7451,NaN
7456,NaN
7461,NaN
7466,NaN
7471,NaN
7476,NaN
7481,NaN
7486,NaN
7491,NaN
7496,NaN
7501,NaN
7506,NaN
7511,NaN
7516,NaN
7521,NaN
7526,NaN
7531,NaN
7536,NaN
7541,NaN
7546,NaN
7551,NaN
7556,NaN
7561,NaN
7566,NaN
7571,NaN
7576,NaN
7581,NaN
7586,NaN
7591,NaN
7596,NaN
